dataset,domain,subsystem,segment,component,unit,horizon_s,n_points,normalized_p95_error,scale,unit_id,semantics
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12729052104847144,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:127,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08437292021484318,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:128,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.0751108965695874,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:129,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.0567082652867332,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:130,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.04537984960749677,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:131,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.029989815863913232,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:132,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.03191921225641636,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:133,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.015639968403333357,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:134,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.04404785702134208,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:135,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12633343808405412,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:136,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.0692878303667551,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:137,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.03600108162858669,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:138,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.11795932689048551,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:139,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.09744642195903527,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:140,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.10854225726969309,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:141,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.0924559017247555,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:142,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.10748022871572949,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:143,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1259013285832192,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:144,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12495864628091279,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:145,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.22352284508059617,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:146,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.018950739673432034,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:147,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12034610173204513,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:148,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.896096975702689,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:149,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,2,7.176267779840779,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:150,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.141637578063914,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:152,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.262193704883372,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:153,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.246617896005405,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:154,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.268257622311321,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:155,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.359723317734109,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:156,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.307683445674787,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:157,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.349916117837261,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:158,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.291953564218966,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:159,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.281989420741447,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:160,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,7.089589754742121,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:161,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,4.964310298702303,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:162,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,3.467151087705896,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:163,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,1.2655641345886537,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:164,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.5361614650256615,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:165,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.16756802772485774,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:166,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.11812487976406622,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:167,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1236292096727907,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:168,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.05817424886139805,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:169,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.04313295995049761,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:170,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.0032080900069175,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:171,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.015693010910495197,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:172,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.0506880853271915,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:173,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08189357922589414,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:174,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.07541519472605519,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:175,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.006350906336320088,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:176,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.026406559574530492,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:177,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.04904059120510758,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:178,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.06954212185702933,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:179,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.02902861505859467,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:180,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.042093020828870495,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:181,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.05476053509743325,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:182,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.018108521006259416,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:183,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08637853428668318,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:184,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.10593213017320356,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:185,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12267640444912324,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:186,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.09134817471285994,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:187,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08318497433257434,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:188,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1241644274828835,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:189,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08036993769634411,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:190,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08816281805982601,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:191,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.14788718769225973,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:192,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1208778847294287,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:193,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.04237646663336135,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:194,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.035565758081792624,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:195,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.09019821652119822,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:196,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08435007840124137,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:197,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08994196134274646,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:198,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.11069322074272363,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:199,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1376912710424326,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:200,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12213718526938913,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:201,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08629408475497252,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:202,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12673400669089396,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:203,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.14387937311771307,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:204,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.17315559786239385,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:205,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,2,0.13929601441820802,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:206,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.14423802934979976,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:208,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.15192999940166266,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:209,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1450293036192399,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:210,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.10477688948794453,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:211,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.15760106258966408,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:212,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1098748815337345,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:213,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.07594097518617793,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:214,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1077096262591815,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:215,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.11546398458652557,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:216,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.11463094027436636,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:217,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12682107196257883,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:218,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.10447765311845474,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:219,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.09130218362433565,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:220,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.12211144321880785,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:221,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.10123764341866948,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:222,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.07809112827669483,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:223,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.13119840852713766,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:224,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.10024645180654937,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:225,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.1541314562425808,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:226,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.09585402010089179,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:227,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.17468485722349822,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:228,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.3550244786157819,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:229,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.41551204564414307,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:230,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.4191812810707093,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:231,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.3229493686977433,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:232,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.19840800293593744,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:233,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.014521982815475676,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:234,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.05015541678685909,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:235,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.049972084698858256,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:236,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.012778888552883933,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:237,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.05675220928224513,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:238,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.07676340043501852,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:239,synchronized twin remains within normalized discrepancy over service horizon
TUWien_SNG,biomass_to_sng_process,soft_sensor_product_gas,campaign_2023_excerpt,PG_CO2,percent_scale,60,1,0.08529613713826316,2.963549999999998,campaign_2023_excerpt:PG_CO2:60:240,synchronized twin remains within normalized discrepancy over service horizon
