trial,capacity_hz,policy,source_duration_s,source_observations,source_observation_rate_hz,transport_deliveries,transport_deliveries_per_s,unique_delivered_sources,unique_source_delivery_rate_hz,repeated_source_fraction,response_bytes_per_s,p95_delivery_aoi_s,mean_delivery_aoi_s,rate_switches,economy_fraction,normal_fraction,high_fraction,service_id,qualified_deliveries,at_risk_deliveries,withdrawn_deliveries,unobservable_deliveries,observable_fraction_request_weighted,satisfaction_given_observable_request_weighted,observable_fraction_time_weighted,satisfaction_given_observable_time_weighted
1,5.0,contract-aware,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,1,0.0,0.024229074889867842,0.9757709251101322,local_5s_moderate,55,14,350,35,0.9229074889867841,0.16467780429594273,0.9227892919778071,0.16495141105174602
1,5.0,contract-aware,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,1,0.0,0.024229074889867842,0.9757709251101322,local_10s_preview,222,36,135,61,0.8656387665198237,0.6564885496183206,0.8654327660184643,0.6576515721186399
1,5.0,contract-aware,90.86099999999999,140,1.5298092691033558,454,4.996643224265637,139,1.5298092691033558,0.6938325991189427,3078.064296012591,0.8553500000001418,0.531603524229244,1,0.0,0.024229074889867842,0.9757709251101322,global_state_tracking,63,8,380,3,0.9933920704845814,0.1574279379157428,0.9933819393123834,0.15767091193746444
1,10.0,static-low,90.86099999999999,140,1.5298092691033558,182,2.003059618538207,139,1.5298092691033558,0.23626373626373626,1233.9067366636953,0.7598999999999719,0.43449999999996164,0,1.0,0.0,0.0,local_1s_tight,10,0,163,9,0.9505494505494505,0.057803468208092484,0.9504192329304437,0.05796362203081346
1,10.0,static-low,90.86099999999999,140,1.5298092691033558,182,2.003059618538207,139,1.5298092691033558,0.23626373626373626,1233.9067366636953,0.7598999999999719,0.43449999999996164,0,1.0,0.0,0.0,local_5s_moderate,25,6,138,13,0.9285714285714286,0.1834319526627219,0.9283833364550853,0.18395224362397788
1,10.0,static-low,90.86099999999999,140,1.5298092691033558,182,2.003059618538207,139,1.5298092691033558,0.23626373626373626,1233.9067366636953,0.7598999999999719,0.43449999999996164,0,1.0,0.0,0.0,local_10s_preview,89,16,53,24,0.8681318681318682,0.6645569620253164,0.8677846211478498,0.6665735579792028
1,10.0,static-low,90.86099999999999,140,1.5298092691033558,182,2.003059618538207,139,1.5298092691033558,0.23626373626373626,1233.9067366636953,0.7598999999999719,0.43449999999996164,0,1.0,0.0,0.0,global_state_tracking,27,2,153,0,1.0,0.15934065934065933,1.0,0.15976024944634812
1,10.0,static-high,90.86099999999999,140,1.5298092691033558,908,9.993286448531274,139,1.5298092691033558,0.8469162995594713,6156.062557092702,0.7580000000000655,0.43090859030845174,0,0.0,0.0,1.0,local_1s_tight,12,3,853,40,0.9559471365638766,0.01728110599078341,0.9559282070492844,0.017288874033263124
1,10.0,static-high,90.86099999999999,140,1.5298092691033558,908,9.993286448531274,139,1.5298092691033558,0.8469162995594713,6156.062557092702,0.7580000000000655,0.43090859030845174,0,0.0,0.0,1.0,local_5s_moderate,121,20,701,66,0.9273127753303965,0.167458432304038,0.9272815416313178,0.16753603212889548
1,10.0,static-high,90.86099999999999,140,1.5298092691033558,908,9.993286448531274,139,1.5298092691033558,0.8469162995594713,6156.062557092702,0.7580000000000655,0.43090859030845174,0,0.0,0.0,1.0,local_10s_preview,444,78,268,118,0.8700440528634361,0.660759493670886,0.8699882107953857,0.6610858525094644
